0,2.63091e+06
0.01,2.04439e+06
0.02,1.58868e+06
0.03,1.2346e+06
0.04,959489
0.05,745739
0.06,579666
0.07,450634
0.08,350385
0.09,272498
0.1,211986
0.11,164973
0.12,128450
0.13,100075
0.14,78032.3
0.15,60908.2
0.16,47605.7
0.17,37272.1
0.18,29244.9
0.19,23009.5
0.2,18165.9
0.21,14403.4
0.22,11480.5
0.23,9209.88
0.24,7445.65
0.25,6074.67
0.26,5009.01
0.27,4180.36
0.28,3535.65
0.29,3033.67
0.3,2642.41
0.31,2337.02
0.32,2098.19
0.33,1910.93
0.34,1763.62
0.35,1647.22
0.36,1554.72
0.37,1480.7
0.38,1420.94
0.39,1372.17
0.4,1331.86
0.41,1298.06
0.42,1269.25
0.43,1244.25
0.44,1222.17
0.45,1202.31
0.46,1184.13
0.47,1167.22
0.48,1151.27
0.49,1136.03
0.5,1121.33
0.51,1107.02
0.52,1093.01
0.53,1079.21
0.54,1065.57
0.55,1052.05
0.56,1038.61
0.57,1025.25
0.58,1011.94
0.59,998.684
0.6,985.469
0.61,972.298
0.62,959.172
0.63,946.092
0.64,933.063
0.65,920.09
0.66,907.176
0.67,894.327
0.68,881.548
0.69,868.843
0.7,856.219
0.71,843.678
0.72,831.227
0.73,818.869
0.74,806.608
0.75,794.449
0.76,782.393
0.77,770.446
0.78,758.609
0.79,746.885
0.8,735.278
0.81,723.788
0.82,712.419
0.83,701.171
0.84,690.048
0.85,679.048
0.86,668.175
0.87,657.429
0.88,646.811
0.89,636.322
0.9,625.962
0.91,615.731
0.92,605.63
0.93,595.66
0.94,585.819
0.95,576.108
0.96,566.528
0.97,557.076
0.98,547.754
0.99,538.561
1,529.496
1.01,520.559
1.02,511.748
1.03,503.064
1.04,494.506
1.05,486.072
1.06,477.762
1.07,469.575
1.08,461.51
1.09,453.566
1.1,445.741
1.11,438.036
1.12,430.448
1.13,422.977
1.14,415.622
1.15,408.381
1.16,401.252
1.17,394.236
1.18,387.331
1.19,380.535
1.2,373.847
1.21,367.266
1.22,360.79
1.23,354.42
1.24,348.152
1.25,341.986
1.26,335.921
1.27,329.955
1.28,324.087
1.29,318.316
1.3,312.64
1.31,307.058
1.32,301.569
1.33,296.172
1.34,290.865
1.35,285.648
1.36,280.518
1.37,275.475
1.38,270.517
1.39,265.643
1.4,260.852
1.41,256.143
1.42,251.514
1.43,246.964
1.44,242.493
1.45,238.099
1.46,233.78
1.47,229.536
1.48,225.365
1.49,221.267
1.5,217.239
1.51,213.282
1.52,209.394
1.53,205.574
1.54,201.821
1.55,198.133
1.56,194.51
1.57,190.951
1.58,187.455
1.59,184.02
1.6,180.646
1.61,177.332
1.62,174.076
1.63,170.878
1.64,167.737
1.65,164.651
1.66,161.621
1.67,158.645
1.68,155.721
1.69,152.85
1.7,150.031
1.71,147.262
1.72,144.542
1.73,141.872
1.74,139.249
1.75,136.673
1.76,134.144
1.77,131.661
1.78,129.222
1.79,126.828
1.8,124.476
1.81,122.168
1.82,119.901
1.83,117.675
1.84,115.49
1.85,113.344
1.86,111.237
1.87,109.169
1.88,107.138
1.89,105.144
1.9,103.187
1.91,101.265
1.92,99.3786
1.93,97.5265
1.94,95.7083
1.95,93.9233
1.96,92.1711
1.97,90.4509
1.98,88.7623
1.99,87.1047
