0,0
0.01,2.62101e-07
0.02,4.6853e-07
0.03,6.31744e-07
0.04,7.61422e-07
0.05,8.65081e-07
0.06,9.48562e-07
0.07,1.0164e-06
0.08,1.07212e-06
0.09,1.11845e-06
0.1,1.15753e-06
0.11,1.191e-06
0.12,1.22014e-06
0.13,1.24594e-06
0.14,1.26918e-06
0.15,1.29045e-06
0.16,1.31021e-06
0.17,1.32884e-06
0.18,1.34659e-06
0.19,1.36369e-06
0.2,1.38031e-06
0.21,1.39657e-06
0.22,1.41257e-06
0.23,1.42839e-06
0.24,1.44408e-06
0.25,1.45969e-06
0.26,1.47525e-06
0.27,1.49079e-06
0.28,1.50634e-06
0.29,1.52189e-06
0.3,1.53746e-06
0.31,1.55307e-06
0.32,1.56871e-06
0.33,1.58439e-06
0.34,1.60012e-06
0.35,1.61588e-06
0.36,1.63169e-06
0.37,1.64755e-06
0.38,1.66344e-06
0.39,1.67938e-06
0.4,1.69536e-06
0.41,1.71138e-06
0.42,1.72744e-06
0.43,1.74354e-06
0.44,1.75967e-06
0.45,1.77584e-06
0.46,1.79204e-06
0.47,1.80827e-06
0.48,1.82454e-06
0.49,1.84083e-06
0.5,1.85716e-06
0.51,1.87351e-06
0.52,1.88988e-06
0.53,1.90629e-06
0.54,1.92271e-06
0.55,1.93916e-06
0.56,1.95563e-06
0.57,1.97212e-06
0.58,1.98863e-06
0.59,2.00516e-06
0.6,2.02171e-06
0.61,2.03828e-06
0.62,2.05486e-06
0.63,2.07146e-06
0.64,2.08807e-06
0.65,2.1047e-06
0.66,2.12134e-06
0.67,2.13799e-06
0.68,2.15466e-06
0.69,2.17134e-06
0.7,2.18803e-06
0.71,2.20473e-06
0.72,2.22144e-06
0.73,2.23816e-06
0.74,2.25489e-06
0.75,2.27163e-06
0.76,2.28838e-06
0.77,2.30514e-06
0.78,2.3219e-06
0.79,2.33867e-06
0.8,2.35545e-06
0.81,2.37223e-06
0.82,2.38902e-06
0.83,2.40582e-06
0.84,2.42262e-06
0.85,2.43943e-06
0.86,2.45624e-06
0.87,2.47306e-06
0.88,2.48988e-06
0.89,2.50671e-06
0.9,2.52354e-06
0.91,2.54037e-06
0.92,2.55721e-06
0.93,2.57405e-06
0.94,2.5909e-06
0.95,2.60775e-06
0.96,2.6246e-06
0.97,2.64145e-06
0.98,2.6583e-06
0.99,2.67516e-06
1,2.69202e-06
1.01,2.70888e-06
1.02,2.72575e-06
1.03,2.74261e-06
1.04,2.75948e-06
1.05,2.77635e-06
1.06,2.79322e-06
1.07,2.81009e-06
1.08,2.82696e-06
1.09,2.84383e-06
1.1,2.86071e-06
1.11,2.87758e-06
1.12,2.89445e-06
1.13,2.91133e-06
1.14,2.92821e-06
1.15,2.94508e-06
1.16,2.96196e-06
1.17,2.97883e-06
1.18,2.99571e-06
1.19,3.01259e-06
1.2,3.02946e-06
1.21,3.04634e-06
1.22,3.06322e-06
1.23,3.08009e-06
1.24,3.09697e-06
1.25,3.11384e-06
1.26,3.13072e-06
1.27,3.14759e-06
1.28,3.16446e-06
1.29,3.18134e-06
1.3,3.19821e-06
1.31,3.21508e-06
1.32,3.23195e-06
1.33,3.24882e-06
1.34,3.26569e-06
1.35,3.28256e-06
1.36,3.29942e-06
1.37,3.31629e-06
1.38,3.33315e-06
1.39,3.35002e-06
1.4,3.36688e-06
1.41,3.38374e-06
1.42,3.4006e-06
1.43,3.41746e-06
1.44,3.43431e-06
1.45,3.45117e-06
1.46,3.46802e-06
1.47,3.48488e-06
1.48,3.50173e-06
1.49,3.51858e-06
1.5,3.53543e-06
1.51,3.55227e-06
1.52,3.56912e-06
1.53,3.58596e-06
1.54,3.6028e-06
1.55,3.61964e-06
1.56,3.63648e-06
1.57,3.65332e-06
1.58,3.67015e-06
1.59,3.68698e-06
1.6,3.70381e-06
1.61,3.72064e-06
1.62,3.73747e-06
1.63,3.7543e-06
1.64,3.77112e-06
1.65,3.78794e-06
1.66,3.80476e-06
1.67,3.82158e-06
1.68,3.83839e-06
1.69,3.85521e-06
1.7,3.87202e-06
1.71,3.88883e-06
1.72,3.90563e-06
1.73,3.92244e-06
1.74,3.93924e-06
1.75,3.95604e-06
1.76,3.97284e-06
1.77,3.98963e-06
1.78,4.00643e-06
1.79,4.02322e-06
1.8,4.04001e-06
1.81,4.05679e-06
1.82,4.07358e-06
1.83,4.09036e-06
1.84,4.10714e-06
1.85,4.12392e-06
1.86,4.14069e-06
1.87,4.15746e-06
1.88,4.17423e-06
1.89,4.191e-06
1.9,4.20777e-06
1.91,4.22453e-06
1.92,4.24129e-06
1.93,4.25805e-06
1.94,4.2748e-06
1.95,4.29155e-06
1.96,4.3083e-06
1.97,4.32505e-06
1.98,4.3418e-06
1.99,4.35854e-06
